actual_cost,date,items,quantity,row_id,Location_row_name
1533.82,2020/5/1,31,889,00Q,NHS BLACKBURN WITH DARWEN
3023.12,2020/5/1,59,1715,00R,NHS BLACKPOOL
1767.89,2020/5/1,41,2040,00T,NHS BOLTON
2233.43,2020/5/1,43,1316,00V,NHS BURY
1192.41,2020/5/1,20,902,00X,NHS CHORLEY AND SOUTH RIBBLE
2484.38,2020/5/1,43,1742,00Y,NHS OLDHAM
2985.58,2020/5/1,51,1792,01A,NHS EAST LANCASHIRE
1513.16,2020/5/1,24,924,01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE"
2622.47,2020/5/1,49,2042,01E,NHS GREATER PRESTON
332.66,2020/5/1,7,196,01F,NHS HALTON
6956.34,2020/5/1,161,4548,01G,NHS SALFORD
1672.66,2020/5/1,29,924,01H,NHS NORTH CUMBRIA
166.96,2020/5/1,3,84,01J,NHS KNOWSLEY
2191.4,2020/5/1,37,1274,01K,NHS MORECAMBE BAY
366.82,2020/5/1,7,454,01T,NHS SOUTH SEFTON
198.24,2020/5/1,3,112,01V,NHS SOUTHPORT AND FORMBY
6844.99,2020/5/1,127,4855,01W,NHS STOCKPORT
1077.76,2020/5/1,13,857,01X,NHS ST HELENS
3101.61,2020/5/1,62,2602,01Y,NHS TAMESIDE AND GLOSSOP
1851.27,2020/5/1,31,1036,02A,NHS TRAFFORD
410.99,2020/5/1,6,224,02E,NHS WARRINGTON
1879.48,2020/5/1,21,1148,02G,NHS WEST LANCASHIRE
5015.4,2020/5/1,96,2954,02H,NHS WIGAN BOROUGH
1214.67,2020/5/1,25,688,02M,NHS FYLDE AND WYRE
2773.65,2020/5/1,56,1870,02P,NHS BARNSLEY
620.88,2020/5/1,12,336,02Q,NHS BASSETLAW
646.48,2020/5/1,9,1124,02T,NHS CALDERDALE
1091.67,2020/5/1,21,644,02X,NHS DONCASTER
836.02,2020/5/1,15,476,02Y,NHS EAST RIDING OF YORKSHIRE
1005.57,2020/5/1,21,1284,03F,NHS HULL
1319.92,2020/5/1,20,756,03H,NHS NORTH EAST LINCOLNSHIRE
531.97,2020/5/1,10,280,03K,NHS NORTH LINCOLNSHIRE
1314.96,2020/5/1,27,784,03L,NHS ROTHERHAM
5331.13,2020/5/1,85,3180,03N,NHS SHEFFIELD
986.66,2020/5/1,16,560,03Q,NHS VALE OF YORK
2901.09,2020/5/1,52,1661,03R,NHS WAKEFIELD
3902.96,2020/5/1,76,2961,03W,NHS EAST LEICESTERSHIRE AND RUTLAND
4561.47,2020/5/1,75,5912,04C,NHS LEICESTER CITY
5991.51,2020/5/1,120,5710,04V,NHS WEST LEICESTERSHIRE
155.38,2020/5/1,3,84,04Y,NHS CANNOCK CHASE
288.49,2020/5/1,4,168,05D,NHS EAST STAFFORDSHIRE
726.54,2020/5/1,16,419,05G,NHS NORTH STAFFORDSHIRE
580.46,2020/5/1,10,336,05Q,NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA
472.06,2020/5/1,11,259,05V,NHS STAFFORD AND SURROUNDS
1448.57,2020/5/1,29,1091,05W,NHS STOKE ON TRENT
7511.4,2020/5/1,142,5107,06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH
6296.2,2020/5/1,117,4697,06K,NHS EAST AND NORTH HERTFORDSHIRE
3032.69,2020/5/1,52,1864,06L,NHS IPSWICH AND EAST SUFFOLK
3779.9,2020/5/1,57,2465,06N,NHS HERTS VALLEYS
2472.19,2020/5/1,48,1742,06Q,NHS MID ESSEX
4127.03,2020/5/1,72,2382,06T,NHS NORTH EAST ESSEX
2619.9,2020/5/1,55,1544,07G,NHS THURROCK
3591.74,2020/5/1,65,2739,07H,NHS WEST ESSEX
2433,2020/5/1,51,1651,07K,NHS WEST SUFFOLK
4040.68,2020/5/1,91,2467,09D,NHS BRIGHTON AND HOVE
4919.38,2020/5/1,93,3481,10Q,NHS OXFORDSHIRE
920.98,2020/5/1,24,487,10R,NHS PORTSMOUTH
15847.54,2020/5/1,277,10954,11J,NHS DORSET
5146.72,2020/5/1,113,3922,11M,NHS GLOUCESTERSHIRE
3674.1,2020/5/1,66,2328,11N,NHS CORNWALL AND THE ISLES OF SCILLY
3655.12,2020/5/1,67,2451,11X,NHS SOMERSET
10077.25,2020/5/1,225,5749,12F,NHS WIRRAL
3414.77,2020/5/1,88,2162,13T,NHS NEWCASTLE GATESHEAD
4438.28,2020/5/1,87,2806,14L,NHS MANCHESTER
3859.41,2020/5/1,75,2265,14Y,NHS BUCKINGHAMSHIRE
4541.38,2020/5/1,79,2736,15A,NHS BERKSHIRE WEST
6639.76,2020/5/1,110,4296,15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE"
7203.23,2020/5/1,130,4736,15E,NHS BIRMINGHAM AND SOLIHULL
4325.92,2020/5/1,75,2650,15F,NHS LEEDS
12063.18,2020/5/1,227,8789,15M,NHS DERBY AND DERBYSHIRE
9794.72,2020/5/1,190,5761,15N,NHS DEVON
4560.39,2020/5/1,83,2943,16C,NHS TEES VALLEY
9662.38,2020/5/1,175,6750,18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE
14289.23,2020/5/1,296,9955,26A,NHS NORFOLK AND WAVENEY
8952.02,2020/5/1,175,6277,27D,NHS CHESHIRE
2447.6,2020/5/1,52,1379,36J,NHS BRADFORD DISTRICT AND CRAVEN
16551.82,2020/5/1,290,13259,36L,NHS SOUTH WEST LONDON
2910.82,2020/5/1,51,1931,42D,NHS NORTH YORKSHIRE
8194.33,2020/5/1,144,6101,52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE
8291.66,2020/5/1,171,4720,70F,NHS WEST SUSSEX
5470.79,2020/5/1,99,3157,71E,NHS LINCOLNSHIRE
11725.23,2020/5/1,212,7268,72Q,NHS SOUTH EAST LONDON
11774.96,2020/5/1,233,6936,78H,NHS NORTHAMPTONSHIRE
7337.28,2020/5/1,146,5309,84H,NHS COUNTY DURHAM
23192.57,2020/5/1,415,17029,91Q,NHS KENT AND MEDWAY
13895.36,2020/5/1,229,10857,92A,NHS SURREY HEARTLANDS
6731.13,2020/5/1,95,3934,92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE"
12843.54,2020/5/1,190,7918,93C,NHS NORTH CENTRAL LONDON
6500.18,2020/5/1,123,6326,97R,NHS EAST SUSSEX
3102.64,2020/5/1,67,1652,99A,NHS LIVERPOOL
6521.07,2020/5/1,127,5491,99C,NHS NORTH TYNESIDE
3456.21,2020/5/1,69,2274,99E,NHS BASILDON AND BRENTWOOD
2435.23,2020/5/1,32,1944,99F,NHS CASTLE POINT AND ROCHFORD
2991.59,2020/5/1,46,3034,99G,NHS SOUTHEND
11135.78,2020/5/1,217,8013,A3A8R,NHS NORTH EAST LONDON
6235.35,2020/5/1,138,4141,B2M3M,NHS COVENTRY AND WARWICKSHIRE
15685.48,2020/5/1,283,11060,D2P2L,NHS BLACK COUNTRY
7839.71,2020/5/1,128,5102,D4U1Y,NHS FRIMLEY
22973.33,2020/5/1,399,15405,D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT"
7789.73,2020/5/1,124,6484,M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES"
3230.15,2020/5/1,49,2912,M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN"
11790.19,2020/5/1,174,7281,W2U3Z,NHS NORTH WEST LONDON
2502.67,2020/5/1,52,2116,X2C4Y,NHS KIRKLEES
10282.03,2020/6/1,212,9104,00L,NHS NORTHUMBERLAND
2802.44,2020/6/1,70,2121,00N,NHS SOUTH TYNESIDE
2942.69,2020/6/1,72,2391,00P,NHS SUNDERLAND
1349.03,2020/6/1,28,784,00Q,NHS BLACKBURN WITH DARWEN
2908.69,2020/6/1,58,1638,00R,NHS BLACKPOOL
1731.03,2020/6/1,43,1430,00T,NHS BOLTON
1941.37,2020/6/1,36,1392,00V,NHS BURY
1081.46,2020/6/1,18,592,00X,NHS CHORLEY AND SOUTH RIBBLE
2952.57,2020/6/1,48,2044,00Y,NHS OLDHAM
3791.7,2020/6/1,60,2268,01A,NHS EAST LANCASHIRE
1344.54,2020/6/1,25,812,01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE"
3111.21,2020/6/1,55,2608,01E,NHS GREATER PRESTON
286.48,2020/6/1,6,168,01F,NHS HALTON
7366.18,2020/6/1,174,4728,01G,NHS SALFORD
2097.49,2020/6/1,33,1204,01H,NHS NORTH CUMBRIA
242.67,2020/6/1,3,112,01J,NHS KNOWSLEY
2686.52,2020/6/1,49,1544,01K,NHS MORECAMBE BAY
331.57,2020/6/1,5,196,01T,NHS SOUTH SEFTON
614.84,2020/6/1,10,336,01V,NHS SOUTHPORT AND FORMBY
6226.13,2020/6/1,119,4614,01W,NHS STOCKPORT
1769.17,2020/6/1,15,1250,01X,NHS ST HELENS
4068.37,2020/6/1,62,3215,01Y,NHS TAMESIDE AND GLOSSOP
1751.4,2020/6/1,33,980,02A,NHS TRAFFORD
528.86,2020/6/1,8,308,02E,NHS WARRINGTON
1221.07,2020/6/1,16,728,02G,NHS WEST LANCASHIRE
6327.47,2020/6/1,114,4340,02H,NHS WIGAN BOROUGH
1680.84,2020/6/1,25,959,02M,NHS FYLDE AND WYRE
2713.39,2020/6/1,58,2100,02P,NHS BARNSLEY
829.62,2020/6/1,15,448,02Q,NHS BASSETLAW
469.06,2020/6/1,7,252,02T,NHS CALDERDALE
1215.51,2020/6/1,24,974,02X,NHS DONCASTER
1177.55,2020/6/1,18,1460,02Y,NHS EAST RIDING OF YORKSHIRE
818.94,2020/6/1,16,993,03F,NHS HULL
1509.83,2020/6/1,27,868,03H,NHS NORTH EAST LINCOLNSHIRE
469.08,2020/6/1,9,252,03K,NHS NORTH LINCOLNSHIRE
952.76,2020/6/1,20,581,03L,NHS ROTHERHAM
6421.8,2020/6/1,104,4487,03N,NHS SHEFFIELD
483.29,2020/6/1,9,280,03Q,NHS VALE OF YORK
2901.92,2020/6/1,51,1664,03R,NHS WAKEFIELD
3841.54,2020/6/1,101,2539,03W,NHS EAST LEICESTERSHIRE AND RUTLAND
4210.5,2020/6/1,83,3229,04C,NHS LEICESTER CITY
6511.07,2020/6/1,138,5151,04V,NHS WEST LEICESTERSHIRE
370.52,2020/6/1,6,196,04Y,NHS CANNOCK CHASE
377.16,2020/6/1,5,224,05D,NHS EAST STAFFORDSHIRE
874.11,2020/6/1,18,504,05G,NHS NORTH STAFFORDSHIRE
1122.04,2020/6/1,17,672,05Q,NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA
439.41,2020/6/1,8,238,05V,NHS STAFFORD AND SURROUNDS
1564.9,2020/6/1,38,896,05W,NHS STOKE ON TRENT
7825.29,2020/6/1,139,5605,06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH
5944.98,2020/6/1,109,4241,06K,NHS EAST AND NORTH HERTFORDSHIRE
3028.63,2020/6/1,52,1750,06L,NHS IPSWICH AND EAST SUFFOLK
2956.7,2020/6/1,48,2291,06N,NHS HERTS VALLEYS
3116.55,2020/6/1,58,1841,06Q,NHS MID ESSEX
3240.9,2020/6/1,65,1932,06T,NHS NORTH EAST ESSEX
2742.25,2020/6/1,54,2133,07G,NHS THURROCK
3615.43,2020/6/1,60,2514,07H,NHS WEST ESSEX
1908.3,2020/6/1,38,1092,07K,NHS WEST SUFFOLK
4597.26,2020/6/1,119,2895,09D,NHS BRIGHTON AND HOVE
4580.63,2020/6/1,75,3581,10Q,NHS OXFORDSHIRE
737.54,2020/6/1,20,378,10R,NHS PORTSMOUTH
16139.93,2020/6/1,278,11320,11J,NHS DORSET
5488.09,2020/6/1,118,4189,11M,NHS GLOUCESTERSHIRE
3952.3,2020/6/1,70,2814,11N,NHS CORNWALL AND THE ISLES OF SCILLY
2734.05,2020/6/1,48,1617,11X,NHS SOMERSET
11182.95,2020/6/1,235,6700,12F,NHS WIRRAL
3565.26,2020/6/1,83,2483,13T,NHS NEWCASTLE GATESHEAD
3830.59,2020/6/1,79,2721,14L,NHS MANCHESTER
3857.58,2020/6/1,71,2542,14Y,NHS BUCKINGHAMSHIRE
5076.11,2020/6/1,88,2940,15A,NHS BERKSHIRE WEST
6816.54,2020/6/1,119,3878,15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE"
7303.95,2020/6/1,137,5051,15E,NHS BIRMINGHAM AND SOLIHULL
3992.06,2020/6/1,66,2949,15F,NHS LEEDS
11721.69,2020/6/1,225,8602,15M,NHS DERBY AND DERBYSHIRE
9436.33,2020/6/1,178,5553,15N,NHS DEVON
5584.89,2020/6/1,106,4219,16C,NHS TEES VALLEY
11051.51,2020/6/1,187,8229,18C,NHS HEREFORDSHIRE AND WORCESTERSHIRE
16262.23,2020/6/1,323,11699,26A,NHS NORFOLK AND WAVENEY
8152.46,2020/6/1,162,5824,27D,NHS CHESHIRE
1765.95,2020/6/1,40,1025,36J,NHS BRADFORD DISTRICT AND CRAVEN
14944.09,2020/6/1,268,12209,36L,NHS SOUTH WEST LONDON
3185.92,2020/6/1,59,2250,42D,NHS NORTH YORKSHIRE
9035.57,2020/6/1,166,6313,52R,NHS NOTTINGHAM AND NOTTINGHAMSHIRE
9182.96,2020/6/1,178,5219,70F,NHS WEST SUSSEX
5861.61,2020/6/1,105,3904,71E,NHS LINCOLNSHIRE
12078.04,2020/6/1,228,6912,72Q,NHS SOUTH EAST LONDON
10720.4,2020/6/1,211,6727,78H,NHS NORTHAMPTONSHIRE
7394.2,2020/6/1,148,5371,84H,NHS COUNTY DURHAM
24127.37,2020/6/1,422,16395,91Q,NHS KENT AND MEDWAY
13457.08,2020/6/1,232,10429,92A,NHS SURREY HEARTLANDS
8110.25,2020/6/1,113,4780,92G,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE"
13710.34,2020/6/1,227,9780,93C,NHS NORTH CENTRAL LONDON
5651.53,2020/6/1,132,4090,97R,NHS EAST SUSSEX
3723.8,2020/6/1,68,2009,99A,NHS LIVERPOOL
6814.46,2020/6/1,126,6103,99C,NHS NORTH TYNESIDE
4425.66,2020/6/1,82,2852,99E,NHS BASILDON AND BRENTWOOD
2006.91,2020/6/1,31,1183,99F,NHS CASTLE POINT AND ROCHFORD
2585.41,2020/6/1,39,3456,99G,NHS SOUTHEND
12812.61,2020/6/1,247,8155,A3A8R,NHS NORTH EAST LONDON
5577.28,2020/6/1,156,3996,B2M3M,NHS COVENTRY AND WARWICKSHIRE
17906.3,2020/6/1,311,14095,D2P2L,NHS BLACK COUNTRY
8544.79,2020/6/1,136,5430,D4U1Y,NHS FRIMLEY
24150.71,2020/6/1,436,17016,D9Y0V,"NHS HAMPSHIRE, SOUTHAMPTON AND ISLE OF WIGHT"
7202.94,2020/6/1,119,6396,M1J4Y,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES"
3273.11,2020/6/1,53,2671,M2L0M,"NHS SHROPSHIRE, TELFORD AND WREKIN"
10286.65,2020/6/1,156,6943,W2U3Z,NHS NORTH WEST LONDON
2059.62,2020/6/1,49,1375,X2C4Y,NHS KIRKLEES
11538.54,2020/7/1,252,9774,00L,NHS NORTHUMBERLAND
3601.6,2020/7/1,90,2457,00N,NHS SOUTH TYNESIDE
2741.51,2020/7/1,70,2279,00P,NHS SUNDERLAND
1496.86,2020/7/1,31,882,00Q,NHS BLACKBURN WITH DARWEN
3700.11,2020/7/1,75,2100,00R,NHS BLACKPOOL
1591.23,2020/7/1,39,1326,00T,NHS BOLTON
2172.14,2020/7/1,42,1295,00V,NHS BURY
789.92,2020/7/1,16,434,00X,NHS CHORLEY AND SOUTH RIBBLE
3130.52,2020/7/1,46,2158,00Y,NHS OLDHAM
3841.31,2020/7/1,59,2275,01A,NHS EAST LANCASHIRE
1158.62,2020/7/1,23,707,01D,"NHS HEYWOOD, MIDDLETON AND ROCHDALE"
2975.48,2020/7/1,53,2542,01E,NHS GREATER PRESTON
225.13,2020/7/1,5,140,01F,NHS HALTON
8496.09,2020/7/1,188,5472,01G,NHS SALFORD
1969.39,2020/7/1,34,1120,01H,NHS NORTH CUMBRIA
181.39,2020/7/1,3,84,01J,NHS KNOWSLEY
2377.37,2020/7/1,42,1407,01K,NHS MORECAMBE BAY
531.37,2020/7/1,9,524,01T,NHS SOUTH SEFTON
306.48,2020/7/1,5,168,01V,NHS SOUTHPORT AND FORMBY
6805.92,2020/7/1,132,4820,01W,NHS STOCKPORT
1734.48,2020/7/1,18,976,01X,NHS ST HELENS
3125.37,2020/7/1,48,3657,01Y,NHS TAMESIDE AND GLOSSOP
2063.64,2020/7/1,37,1148,02A,NHS TRAFFORD
452.67,2020/7/1,7,252,02E,NHS WARRINGTON
2410.99,2020/7/1,26,1456,02G,NHS WEST LANCASHIRE
6029.61,2020/7/1,110,4430,02H,NHS WIGAN BOROUGH
970.32,2020/7/1,19,539,02M,NHS FYLDE AND WYRE
3396.98,2020/7/1,67,1988,02P,NHS BARNSLEY
1008.47,2020/7/1,18,532,02Q,NHS BASSETLAW
598.59,2020/7/1,8,1096,02T,NHS CALDERDALE
1058.72,2020/7/1,21,618,02X,NHS DONCASTER
1352.04,2020/7/1,20,1551,02Y,NHS EAST RIDING OF YORKSHIRE
857.7,2020/7/1,15,1028,03F,NHS HULL
1444.75,2020/7/1,23,840,03H,NHS NORTH EAST LINCOLNSHIRE
572.27,2020/7/1,11,308,03K,NHS NORTH LINCOLNSHIRE
1007.51,2020/7/1,19,616,03L,NHS ROTHERHAM
5317.96,2020/7/1,86,3454,03N,NHS SHEFFIELD
1461.7,2020/7/1,23,868,03Q,NHS VALE OF YORK
3467.34,2020/7/1,60,2044,03R,NHS WAKEFIELD
4024.28,2020/7/1,73,3609,03W,NHS EAST LEICESTERSHIRE AND RUTLAND
4132.86,2020/7/1,68,4382,04C,NHS LEICESTER CITY
6395.72,2020/7/1,138,5464,04V,NHS WEST LEICESTERSHIRE
239.71,2020/7/1,5,140,04Y,NHS CANNOCK CHASE
286.39,2020/7/1,4,168,05D,NHS EAST STAFFORDSHIRE
649.45,2020/7/1,13,385,05G,NHS NORTH STAFFORDSHIRE
757.17,2020/7/1,12,448,05Q,NHS SOUTH EAST STAFFORDSHIRE AND SEISDON PENINSULA
316.71,2020/7/1,4,182,05V,NHS STAFFORD AND SURROUNDS
2224.63,2020/7/1,40,1302,05W,NHS STOKE ON TRENT
9214.29,2020/7/1,167,6296,06H,NHS CAMBRIDGESHIRE AND PETERBOROUGH
5747.58,2020/7/1,107,4427,06K,NHS EAST AND NORTH HERTFORDSHIRE
3043.63,2020/7/1,50,1878,06L,NHS IPSWICH AND EAST SUFFOLK
4329.59,2020/7/1,69,2854,06N,NHS HERTS VALLEYS
2781.58,2020/7/1,58,1896,06Q,NHS MID ESSEX
4667.97,2020/7/1,90,2765,06T,NHS NORTH EAST ESSEX
2807.69,2020/7/1,57,1638,07G,NHS THURROCK
3960.12,2020/7/1,68,3007,07H,NHS WEST ESSEX
2199.5,2020/7/1,41,1518,07K,NHS WEST SUFFOLK
4742.08,2020/7/1,114,3500,09D,NHS BRIGHTON AND HOVE
5568.74,2020/7/1,93,4301,10Q,NHS OXFORDSHIRE
848.93,2020/7/1,23,480,10R,NHS PORTSMOUTH
15373.51,2020/7/1,277,10365,11J,NHS DORSET
4832.25,2020/7/1,117,3816,11M,NHS GLOUCESTERSHIRE
3973.38,2020/7/1,68,3084,11N,NHS CORNWALL AND THE ISLES OF SCILLY
3287.61,2020/7/1,55,2032,11X,NHS SOMERSET
11549.47,2020/7/1,245,6606,12F,NHS WIRRAL
3590.15,2020/7/1,85,2297,13T,NHS NEWCASTLE GATESHEAD
5064.79,2020/7/1,96,3170,14L,NHS MANCHESTER
